Source: ERA5 reanalysis data using Atlite (For global data see Assumptions.txt with notes by Viktor Rosenberg 2026.07.21); 19.04.2024; Konstantin Loeffler <kl@wip.tu-berlin.de>
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,Africa,Asia-Rest,China,Europe,FSU,India,Japan + Republic of Korea,Central & South America,Middle East,North America,Oceania
139,1.334032718,1.455267427,1.62305486,1.277390413,1.2755213,1.431558045,1.709887984,1.347485483,1.879037462,1.305757026,1.463366529,1.853424561,1.070703308,1.161032494,1.562449152,1.439161487,1.285652753,1.317178257,1.342175397,1.550622573,1.510032633,1.371962983,1.990361415,1.41956731,1.353325656,1.600304465,1.095929112,1.283743986,2.036265798,1.541569257,1.0455841420869014,2.427694204851752,1.9600840189873416,1.43189010989011,1.9558586274509808,3.089294244604317,2.11029375,0.5912564665127021,2.2664640410958907,1.3472665512265511,0.6857049753289474
140,1.353846589,1.464984418,1.630249781,1.287634471,1.287722236,1.45577481,1.737806869,1.351563718,1.922217605,1.312931167,1.473689603,1.893691554,1.099727064,1.183028338,1.599178561,1.488612436,1.29254887,1.318972441,1.350555022,1.576058922,1.511232009,1.386343387,2.072274982,1.445459171,1.366176321,1.598589341,1.110329207,1.285390309,2.053766295,1.562439192,1.1616505867427849,2.453650202156334,1.9635258702531648,1.4397503663003663,1.9612492156862749,3.1986707434052755,2.120245192307692,0.5921243264049268,2.373745205479452,1.3443608080808085,0.6900878289473684
141,1.370342991,1.471164144,1.737406196,1.288143536,1.290827683,1.479969358,1.762606073,1.366072509,1.974582045,1.330706634,1.481030028,2.004922599,1.155511645,1.202148251,1.640133922,1.518563006,1.320730286,1.327943358,1.36939966,1.5998665,1.506514556,1.401996878,2.148721634,1.476146091,1.458715691,1.600831163,1.140989013,1.277679891,2.151167174,1.584787861,1.3973611798287344,2.635340161725068,1.9980927215189872,1.4538228327228324,1.980763921568627,3.6774009592326142,2.126438461538461,0.597797959969207,2.618567294520548,1.3370752958152958,0.667207072368421
142,1.381406493,1.483523597,1.754549362,1.291504759,1.312182702,1.497635378,1.787902618,1.38213697,1.998082113,1.344369759,1.490924918,2.017293335,1.169802863,1.216697393,1.672649919,1.547602177,1.341792843,1.332727848,1.388024337,1.62699508,1.523049469,1.405431702,2.172138391,1.495315434,1.482004622,1.607120462,1.138628733,1.28303251,2.199526445,1.6203735,1.603645670789724,2.652504110512129,1.9995599683544305,1.4634365689865692,1.9737254901960783,3.763229496402877,2.129930769230769,0.5995698614318707,2.7582791095890413,1.3400215007215008,0.6563807565789473
143,1.389211837,1.500426967,1.807597368,1.28167911,1.321499042,1.512274301,1.823831699,1.408783235,2.028172461,1.365977827,1.483072136,2.151477312,1.277681847,1.253141747,1.735355761,1.564073196,1.372829821,1.363827028,1.417300148,1.64972386,1.50722408,1.40601463,2.266690613,1.507319414,1.540492048,1.611304121,1.177132299,1.28458783,2.250921586,1.646350228,1.8581480177608627,2.709206334231806,2.022868670886076,1.4773097069597072,2.011901568627451,4.209376498800959,2.1123826923076923,0.628223287143957,3.0521515410958906,1.344372987012987,0.584894654605263
144,1.393739253,1.515708507,1.836558435,1.273283027,1.330337622,1.528950543,1.831118491,1.415216582,2.032446277,1.382111149,1.478348389,2.18835353,1.292517672,1.269173874,1.753789435,1.559504228,1.376233331,1.374990837,1.416999819,1.66849705,1.513153776,1.416442305,2.299197038,1.52403315,1.554316951,1.610952734,1.197015874,1.299636383,2.257399263,1.669382382,2.020153599746273,2.7358535040431264,2.0260419303797472,1.483088888888889,2.0113409803921565,4.242828776978417,2.0989574519230767,0.6409498460354119,3.1277488013698624,1.3459202308802307,0.5399744654605264
145,1.406692804,1.536149141,1.848399591,1.274084978,1.327980367,1.547255308,1.852376028,1.428574825,2.044644213,1.397982418,1.476184597,2.204282715,1.298658577,1.275762564,1.78375983,1.555974297,1.380643638,1.384161108,1.417075959,1.68420307,1.507536671,1.412019583,2.316532158,1.529287386,1.571793591,1.612128885,1.194512546,1.300926968,2.271049002,1.691136405,2.2017209958769426,2.4394749326145555,2.028768908227848,1.4873892551892554,2.007469411764706,4.030325659472422,2.0620036057692306,0.6551832948421863,3.215454109589041,1.347083520923521,0.5192663240131579
146,1.418938575,1.561049804,1.865942733,1.280096128,1.333754065,1.568346111,1.877981526,1.433841419,2.063917821,1.410726724,1.480090402,2.210132732,1.320405268,1.284443322,1.798124302,1.582690094,1.386662148,1.395125563,1.424106214,1.700120619,1.515629248,1.409239555,2.372865153,1.5405272780000001,1.595407268,1.615892106,1.207148392,1.298411982,2.283952389,1.716095786,2.345801268633048,2.412876954177897,2.0268774525316458,1.4927770451770452,2.009620392156863,4.043226378896882,2.018711298076923,0.6667551578137029,3.268150171232876,1.351056305916306,0.5041292351973684
147,1.423564843,1.58031601,1.905465963,1.273743277,1.33385773,1.589144757,1.912946068,1.461789477,2.094510661,1.433166104,1.470769169,2.228316222,1.380837781,1.330903121,1.811968368,1.592326607,1.429571317,1.405890664,1.46175319,1.716186239,1.516645645,1.418056478,2.415846416,1.545737956,1.671185764,1.615068494,1.242409552,1.303053124,2.325007047,1.734866548,2.559495115762765,2.118498315363881,1.90406289556962,1.501097619047619,2.032234117647059,3.852212470023981,1.9812711538461536,0.701030831408776,3.3688094178082197,1.358295266955267,0.49143063322368413
148,1.438420303,1.60650295,1.900963905,1.27842249,1.338811121,1.605389986,1.92210919,1.477405603,2.106867764,1.443183742,1.469965867,2.217553931,1.380978627,1.366431203,1.845186601,1.605357439,1.446219112,1.426424097,1.463584778,1.733097974,1.514903046,1.423552654,2.434337212,1.548389576,1.656870428,1.613285087,1.255021556,1.313882456,2.325296249,1.752448017,2.636503520456708,1.903913005390836,1.8651706487341773,1.5030326007326007,2.028699215686274,3.6946990407673854,1.9524372596153845,0.7334952270977675,3.3183981164383565,1.3602030303030304,0.4825327302631579
149,1.454632011,1.628845038,1.915670007,1.278150524,1.338315331,1.628565875,1.937074617,1.489683519,2.118329062,1.44550127,1.471442552,2.219398363,1.394499885,1.402822594,1.858378591,1.608440645,1.462136311,1.449150421,1.466165077,1.763991769,1.505762622,1.433836593,2.436984608,1.55219368,1.678171118,1.624231038,1.273665389,1.313882456,2.336163924,1.768661083,2.660012115445608,1.7858161725067383,1.839888765822785,1.5056785714285714,2.0219352941176467,3.1960235011990408,1.9302834134615383,0.7420247498075443,3.174945547945206,1.3624507936507937,0.47537639802631576
150,1.464034802,1.641372267,1.944514802,1.280207703,1.341190912,1.646262998,1.943268766,1.521888066,2.122627871,1.451609041,1.459943803,2.251840492,1.423899232,1.438594309,1.889941555,1.604603589,1.514454134,1.461709706,1.514213615,1.785800398,1.502042981,1.44777096,2.436066625,1.559117657,1.711679609,1.634571651,1.282534321,1.317563933,2.318381757,1.785627846,2.6981432921027597,1.272135309973046,1.6973190664556963,1.508443833943834,1.8994635294117648,1.7785302158273382,1.908334855769231,0.7931698614318706,2.6238390410958905,1.3668934776334778,0.4706358141447368
151,1.468949718,1.646028033,1.946119358,1.285660973,1.347041231,1.662627088,1.946569298,1.528613101,2.119026238,1.452001424,1.464022529,2.252430462,1.445843108,1.482098731,1.896261672,1.611749207,1.526642619,1.475066405,1.529479675,1.808571484,1.489460245,1.464575476,2.432755331,1.565689536,1.731608412,1.641516924,1.296386069,1.323785215,2.265495417,1.785751074,2.5604558515699334,1.1724371293800535,1.682935917721519,1.5060161782661785,1.8658456862745096,1.4988561151079138,1.8907348557692307,0.8155480369515011,2.2755674657534244,1.3680365656565656,0.4684198601973685
152,1.476948812,1.648265038,1.892341163,1.288645628,1.3571283,1.672146055,1.959213803,1.520829345,2.130488852,1.452798292,1.463449787,2.188123752,1.472556983,1.505773526,1.883590088,1.602144603,1.539254315,1.479850894,1.530376435,1.837508637,1.479366324,1.487723751,2.434468352,1.558193855,1.732675435,1.653744518,1.316841833,1.329551483,2.094482796,1.789876342,2.2899734855692992,1.133441576819407,1.6706268196202534,1.498108363858364,1.8260215686274508,1.3709191846522784,1.882178605769231,0.8232232101616629,1.9950811643835615,1.3687530447330447,0.4663964638157896
153,1.449380999,1.660009315,1.570392877,1.277202129,1.361743652,1.67759927,1.966779406,1.502998549,2.130849278,1.455816803,1.455070924,1.78223694,1.331475798,1.426931692,1.881176155,1.526639968,1.541610934,1.488622458,1.521484981,1.860533557,1.465738124,1.494658423,2.394929524,1.434380808,1.396828372,1.649424293,1.284227048,1.315561872,1.783135578,1.782661779,1.602670884871551,1.0605630727762805,1.673658860759493,1.4650341880341882,1.708070980392157,1.089564748201439,1.8764992788461536,0.853299884526559,1.5290520547945206,1.3726250505050506,0.4811538240131578
154,1.386202786,1.67380884,1.425773576,1.257474123,1.36049967,1.667069421,1.89721956,1.479350192,2.080037039,1.451439613,1.434995689,1.638687969,1.19249792,1.30988181,1.887490002,1.399769845,1.53201963,1.481047017,1.505449061,1.858439421,1.445030408,1.499340097,2.301434621,1.304289902,1.264239199,1.628906103,1.19909006,1.268124598,1.624994713,1.782892473,1.2897683476054551,1.0167277628032343,1.6787910601265823,1.440118315018315,1.6990854901960784,1.0387712230215826,1.8677228365384615,0.8662218629715165,1.3826642123287671,1.3761463203463202,0.4832416118421052
155,1.326401353,1.674437998,1.123177627,1.2508772,1.366264353,1.640446531,1.794315296,1.438011481,1.985267242,1.448022203,1.400431737,1.284563246,0.952504974,1.147616777,1.80577992,1.264625324,1.495258162,1.496795961,1.464244658,1.825811089,1.427823138,1.495580156,2.025031656,1.133050791,0.914726292,1.599890166,1.115145133,1.213688382,1.446409364,1.718023013,0.8717773866159214,1.3566702830188682,1.774981329113924,1.4027725274725271,1.7569307843137256,1.328587529976019,1.827095432692308,0.745870361816782,1.2679510273972605,1.3745898124098124,0.5116398437499999
156,1.271724401,1.667894758,1.036350235,1.225500666,1.366458162,1.616508591,1.70957903,1.418036235,1.909690812,1.444285022,1.376049045,1.230844942,0.849489888,1.050995012,1.681440399,1.187924102,1.480966985,1.491214056,1.4519776659999999,1.795636492,1.409777209,1.494495295,1.850221514,1.035835616,0.824055869,1.559813962,1.021258419,1.163736121,1.3664412,1.629649981,0.7532323818585475,1.3861823450134774,1.7918088607594935,1.3795019536019535,1.7703866666666668,1.3616606714628297,1.8144064903846155,0.7298428406466513,1.251169006849315,1.3751335064935064,0.5240076891447368
157,1.246054545,1.656346219,0.977502574,1.215361211,1.374489957,1.598291585,1.651751897,1.410916881,1.838335581,1.453345674,1.354776176,1.192360279,0.785010387,0.987692741,1.570612637,1.153320802,1.476244838,1.496795961,1.446605569,1.758936229,1.397799641,1.505357599,1.732818078,0.952201599,0.769823279,1.535505697,0.965565335,1.1338623860000001,1.326531301,1.561052161,0.6957643196955281,1.4157440700808626,1.8095591772151896,1.3630494505494506,1.7887082352941177,1.4189964028776978,1.8031021634615385,0.6949600076982294,1.2775676369863014,1.3747864069264069,0.5377006167763158
158,1.23652127,1.653354225,0.945085898,1.208066939,1.390215507,1.592517331,1.623930973,1.417053138,1.804041134,1.461481922,1.350866711,1.164805584,0.774784935,0.968175601,1.495937447,1.13451245,1.485782684,1.509355245,1.449046278,1.741992764,1.392339308,1.523261806,1.637536387,0.912224027,0.74941067,1.511912482,0.945681759,1.134102303,1.325360183,1.523818708,0.6699303520456708,1.4623950134770891,1.819053085443038,1.3543221001221002,1.8077394117647057,1.4705884892086332,1.7861384615384617,0.6624617782909932,1.3654462328767123,1.3747193650793652,0.5464396792763158
159,1.248470485,1.650180474,0.997306047,1.199705723,1.40613036,1.597739487,1.625475742,1.445454933,1.774445386,1.483090455,1.349736781,1.219660356,0.814456683,1.014645993,1.474694832,1.154766678,1.568972657,1.507760415,1.504222362,1.746001237,1.391871851,1.554535705,1.582342674,0.949257775,0.839093599,1.50619553,0.962871277,1.157076372,1.465985489,1.514980688,0.6567235331430384,1.5882959568733153,1.8683729430379747,1.3649665445665446,1.872788823529412,1.8807760191846523,1.7641223557692305,0.6018134719014627,1.634405308219178,1.3706948051948054,0.5593455180921052
160,1.265504641,1.665322202,1.050902858,1.223331911,1.42776933,1.627741616,1.679263868,1.450024716,1.788529642,1.493824437,1.360976607,1.286215161,0.876476066,1.094764253,1.494169319,1.198693384,1.591206841,1.519322931,1.513177266,1.78430912,1.390795414,1.610682706,1.584293388,1.061186627,0.939976954,1.508187621,1.014654402,1.203951083,1.670132092,1.539447158,0.6697682207421504,1.9794340970350408,1.9066710443037973,1.379033272283272,1.8760554901960784,2.5209244604316554,1.7435014423076924,0.5736147036181678,1.801885787671233,1.3687066666666667,0.5727055509868421
161,1.294547323,1.689048437,1.248579468,1.250054328,1.440560707,1.669047864,1.724295786,1.440096512,1.812515103,1.502075654,1.382614531,1.389124527,1.068083564,1.189754734,1.5814220430000001,1.260134134,1.607257685,1.528094495,1.519069652,1.841369039,1.377358295,1.65960186,1.590571734,1.214249165,1.111316946,1.508537858,1.14857052,1.235404957,1.805928324,1.604075893,0.7057915953060577,2.0332222371967656,1.919287183544304,1.3946380341880342,1.886416274509804,2.6089510791366908,1.7224783653846154,0.5637471516551193,1.909095034246576,1.36314784992785,0.5814863075657895
162,1.313621782,1.710845255,1.504964212,1.269684705,1.456295272,1.692733638,1.75014242,1.426619433,1.884195244,1.510202592,1.406551655,1.732903044,1.179173847,1.282398921,1.682004696,1.322685716,1.641876368,1.539856365,1.539301729,1.878640431,1.368597649,1.700873368,1.70958164,1.317780314,1.35069455,1.500602868,1.203047702,1.277894988,1.994808969,1.665523629,0.8734015540754837,2.2175546495956877,1.9544281645569617,1.4174092796092794,1.9135505882352943,3.0860290167865707,1.7004723557692305,0.5422411470361816,2.2505006849315063,1.349485800865801,0.5906432154605263
163,1.324732733,1.732488279,1.558630787,1.283882733,1.462880262,1.708582289,1.759787811,1.416891089,1.95381806,1.509551413,1.430251814,1.815921112,1.218920712,1.316862432,1.743964412,1.346767027,1.645039315,1.571952314,1.544830335,1.90360084,1.3690632,1.734636402,1.817526575,1.365652852,1.412330025,1.489959587,1.228510123,1.291818416,2.050286831,1.698472764,1.0021696479543292,2.32693436657682,1.955506012658228,1.423330525030525,1.9205633333333327,3.187533333333333,1.6796384615384616,0.5386842956120093,2.3649294520547945,1.3469581529581531,0.6016910361842106
164,1.332882082,1.747979539,1.607930179,1.284322063,1.47322424,1.720729552,1.768559088,1.41273183,2.009743356,1.515382701,1.444997625,1.859752764,1.247634607,1.341257534,1.788725636,1.362424367,1.647618677,1.575540681,1.544910705,1.924679695,1.378843101,1.764609836,1.878146221,1.390980269,1.458404199,1.491015284,1.259289134,1.303003486,2.07455496,1.723735916,1.1065539486203615,2.4643438679245286,1.967350079113924,1.42824010989011,1.9262135294117648,3.298200719424461,1.660968269230769,0.5388885681293303,2.4428078767123287,1.3456647907647907,0.6065086759868422
165,1.341739211,1.758815032,1.699557285,1.284133779,1.483243701,1.729824169,1.771965117,1.392751183,2.065655497,1.52483946,1.457817523,1.986024935,1.296433203,1.384915551,1.799246625,1.375078274,1.638040737,1.578331633,1.52227599,1.940480903,1.38006678,1.789605,1.944683577,1.425062933,1.56862566,1.483502266,1.303991417,1.325141984,2.158587017,1.749845902,1.3309211544560735,2.605902493261455,2.009626977848101,1.436842735042735,1.9381060784313724,3.7012153477218224,1.6348074519230769,0.5458157428791378,2.694268835616439,1.342167821067821,0.5929561266447368
166,1.352328224,1.760366955,1.698162019,1.297990105,1.498888122,1.743837678,1.776215117,1.382342233,2.103352948,1.52374749,1.459829438,1.995886746,1.312893458,1.402504812,1.795146073,1.375473148,1.638374851,1.574145205,1.515795634,1.949492034,1.381437701,1.81256619,1.982394636,1.444586188,1.592577338,1.477990163,1.345999642,1.34261452,2.210359476,1.766309723,1.5373290516967968,2.570413948787062,2.014251582278481,1.440358669108669,1.9380909803921569,3.838581294964029,1.6039247596153847,0.5527305234795997,2.8583726027397263,1.342670101010101,0.5846646792763158
167,1.361043006,1.759514096,1.739536301,1.3171951,1.5161371,1.755077367,1.786727086,1.364479026,2.13979943,1.52942471,1.467081116,2.093505015,1.41926069,1.436793542,1.818238325,1.386294282,1.613935514,1.577932925,1.468800365,1.960258855,1.367807595,1.831891783,2.045694464,1.473008069,1.638982886,1.483344219,1.44601355,1.375822266,2.284817737,1.782323618,1.8020104345068184,2.659913005390835,2.0479831487341773,1.4533297924297923,1.9433254901960784,4.271909112709832,1.5752918269230771,0.5818299461123941,3.14706198630137,1.3489149494949493,0.5161446134868422
168,1.366697333,1.751307084,1.768627594,1.315242522,1.523961564,1.767395703,1.79070581,1.362782913,2.170704026,1.53505585,1.47892845,2.111098535,1.425786575,1.426380869,1.844816673,1.398122544,1.607814542,1.576138742,1.456601053,1.973944774,1.373096385,1.854313394,2.073307713,1.49751332,1.646836438,1.485076989,1.467971311,1.373894662,2.30435018,1.792004173,1.9558660957817948,2.637241778975741,2.0558200158227846,1.456130402930403,1.944260980392157,4.296146043165468,1.5348673076923078,0.5947979984603542,3.233894863013699,1.349689898989899,0.4804464226973685
169,1.369536359,1.742708596,1.764734802,1.308736255,1.532867752,1.777231264,1.790170792,1.3687787279999999,2.213113329,1.545804261,1.493548001,2.120413848,1.430162204,1.430210148,1.866542075,1.398369838,1.603560155,1.571154899,1.44492626,1.982141519,1.373042063,1.877089782,2.094175428,1.52361027,1.647466048,1.49498297,1.470045497,1.379148005,2.321867245,1.793237885,2.112969584522677,2.534802493261456,2.0650749208860764,1.4602145909645912,1.9518398039215688,4.119208393285371,1.4842252403846157,0.6102922632794457,3.3350559931506845,1.3511485137085135,0.4576659539473684
