Region,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
FSU,Heat_Cooling,2030,0.05576558,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Cooling,2035,0.055157041,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Cooling,2040,0.05129269,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Cooling,2045,0.045071633,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Cooling,2050,0.038263086,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Cooling,2025,0.179370756,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Cooling,2030,0.172605611,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Cooling,2035,0.140388295,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Cooling,2040,0.097920209,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Cooling,2045,0.059659252,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Cooling,2050,0.033980775,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Cooling,2025,0.017700475,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Cooling,2030,0.012507117,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Cooling,2035,0.008679759,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Cooling,2040,0.005952182,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Cooling,2045,0.004219764,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Cooling,2050,0.002690106,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Cooling,2025,0.054540245,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Cooling,2030,0.064265342,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Cooling,2035,0.062887477,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Cooling,2040,0.056622645,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Cooling,2045,0.047076908,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Cooling,2050,0.036899399,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Cooling,2025,0.062049502,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Cooling,2030,0.063292083,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Cooling,2035,0.054713897,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Cooling,2040,0.042627929,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Cooling,2045,0.031162733,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Cooling,2050,0.022663432,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Cooling,2025,0.022646161,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Cooling,2030,0.020009166,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Cooling,2035,0.019145012,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Cooling,2040,0.016993506,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Cooling,2045,0.014360196,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Cooling,2050,0.011901922,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Cooling,2025,0.053509321,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Cooling,2030,0.05576558,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Cooling,2035,0.055157041,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Cooling,2040,0.05129269,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Cooling,2045,0.045071633,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Cooling,2050,0.038263086,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Passenger,2025,0.045619105,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Passenger,2030,0.062280061,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Passenger,2035,0.05921838,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Passenger,2040,0.057845788,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Passenger,2045,0.057170849,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Passenger,2050,0.056665919,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Passenger,2025,0.045140535,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Passenger,2030,0.058205916,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Passenger,2035,0.050104776,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Passenger,2040,0.04511892,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Passenger,2045,0.040669655,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Passenger,2050,0.036899959,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Passenger,2025,0.052251965,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Passenger,2030,0.055119331,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Passenger,2035,0.038071908,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Passenger,2040,0.028000658,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Passenger,2045,0.021688601,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Passenger,2050,0.016449664,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Passenger,2025,0.014306599,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Passenger,2030,0.019834381,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Passenger,2035,0.019951732,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Passenger,2040,0.019655412,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Passenger,2045,0.019103773,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Passenger,2050,0.018899171,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Passenger,2025,0.027486043,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Passenger,2030,0.034022789,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Passenger,2035,0.030200874,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Passenger,2040,0.026815618,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Passenger,2045,0.022147954,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Passenger,2050,0.019893589,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Passenger,2025,0.043065521,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Passenger,2030,0.058267408,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Passenger,2035,0.051850996,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Passenger,2040,0.047341985,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Passenger,2045,0.043409533,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Passenger,2050,0.039782436,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Passenger,2025,0.016008817,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Passenger,2030,0.021138126,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Passenger,2035,0.015838266,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Passenger,2040,0.012235187,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Passenger,2045,0.011862171,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Passenger,2050,0.011069173,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Passenger,2025,0.022473526,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Passenger,2030,0.028469367,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Passenger,2035,0.02568454,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Passenger,2040,0.023999117,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Passenger,2045,0.022929803,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Passenger,2050,0.021250622,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Passenger,2025,0.030330261,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Passenger,2030,0.043068415,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Passenger,2035,0.040237542,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Passenger,2040,0.038155838,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Passenger,2045,0.036615605,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Passenger,2050,0.034678047,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Passenger,2025,0.020493877,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Passenger,2030,0.023611335,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Passenger,2035,0.020890051,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Passenger,2040,0.017327173,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Passenger,2045,0.01502207,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Passenger,2050,0.014422314,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
